d:/E-Book-new/E-book/DBMS, SQL/EPAM course/База.bmp;4619174;d91d658c4b8d0f1d6bc2ff6c162efbcb7f90ec3682c4540b994b6e663565bbfd;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Задание по SQL встроенные процедуры  функции.doc;70656;abed4e04e4a4be7118cf595eecb33b877f8e88f6b7dcec573faa791a803970f5;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Задание по SQL.doc;28160;29f4941550360b8583192a7662b91d211b33d097b95fecb4222942a7fea3fc81;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Лекция по Diagrams.doc;1393152;f152c631c0b34cb5690625f067065d3f17c138045246133fe0d4ee3731bcd649;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Лекция по DML-запросам.doc;313344;d0609d6d74b94ad5eb53087bed040ec956ac5aa4664230a59e20f7fde124510e;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Лекция по MS SQL Server.doc;4590080;ee9198a9232e95e7a152af6f3f20b849d04809b2d90d7097e254de6c9ba51793;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Лекция по MS SQL Server.pdf;3771618;c63ebfdc1fceb287d8f189c7dcd7b353046eac7da8dc6922e4c238d580076c60;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Презентация по DML-запросам.ppt;168448;8fcfba32ae80f0166164376e5a7191604ff611c3ddcf1d6607a3243bd32ad508;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Презентация по курсу _Основы Transact-SQL_.ppt;101888;14ba5472ebee95cb019d50a6b0f90ed8f6779fbfa497d0a104d5e3e6fd15ab8b;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Презентация по курсу _Хранимые процедуры и функции_.ppt;139776;f16a2ac4070357a12bf912ef58c3abed4ea26b9d27b0d735e8eff6d1863ff8c1;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/DataBaseBackups/1;1985024;6c764bd63966db3f5562a5b21320999c2255c51c18c861be60ad3d57a9081764;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/DataBaseBackups/BDbackup.bak;8722944;8a06ecfcae1cf138ccb6dd838f966715bf00d44a1dc475d8b8f83c7b8b58bb3f;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/DataBaseBackups/epam_inc-dec-i.bak;1985024;374e98837ae9c9aedf7fe630a28b77c6fc17a3a8e3b4c1b9a63ef0c46e8c3a8c;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/DataBaseBackups/my_db;1657344;da2ffbd2bc05d34268c8a79979ca36ffeee86e1e7514eb2fe34a210fe83bd2db;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/DataBaseBackups/Univer_01;3575296;d6417b9a02d74478a3c539f0b87bd75bd252eac8d188eb331715e9d90ff1b3ad;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/DataBaseBackups/univer_1;2181632;6281997c87dd7c7ddd07f5e98fdd556bb958351e1a54cf5e136ffc704be44d65;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/DataBaseBackups/univer_2;1722880;e4ee09a00f602a02fa989387e5f95edd733846cd59bb4b22f0f1f3eaeaa5c826;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/DataBaseBackups/Univer_with_data;1985024;aa09e1f4468c9d8655ae3d644adc256b76deaf3723e49d680f14517de788eda9;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/AllHead.sql;1564;baf80f379d7bfc90c3a23af3761f69e13b469fa89e88ef3d535a14605da35f85;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/AvgBall.sql;2358;5fdd1e480a90d4addc479e122dd360eb5839b05ba6e172e1bcd04797ca12dca8;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/AvgBallSpec.sql;1946;4401404adb4f961d2298900b1da8805c0c401ee6601af0297db59740f20e31a9;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/AvgMarksFaculty.sql;1878;d0d1c74b58c12a3779c0a6b29811f072937ce44d46ebe872ae3f58fe12285524;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/AvgSalary.sql;2110;f4155354b8443651f8dd736ed8d5cde6222e13452efcfb9ca3b35ebdae0ae724;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/HeadDepartment.sql;1822;5331d5a726b17498759aa6923e11687ab946f314d5c76ff8dffa3d4b2cd472ff;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/HireDate.sql;2002;886432ab1de4143830984f969fb16b3f19e8f3c6b96c9a06777fc8a66aab8b1d;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/MarksAvg.sql;1650;068d95506c25cfa256fc5744c04c76f7b030d94840de732ab4c219b86205e837;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/MarksSum.sql;1656;2897991d6af843b413a1e006fb53980bd49ee6b6b069089ce87404b4c2e53617;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/MarkUnsat.sql;1766;881c74ab18b63ffa8a1e8fd0e2a38c13ca4513038954251df1ce3ee4920a6f31;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/PositionStudent.sql;1730;e3f24e00e9c61d0ee020a8e608e5b465aefbf0fc08e89c343bf078047239c628;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/PositionWorker.sql;2084;fabf49952ef49797c71fffc899fe7ea35ba86eaf0e55eec6db37bb903b170158;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/hz1/SubjectsSpec.sql;2144;78b70f2550e960d7ad5f8d1e7cf74199da7700075d15a83ae67af930503c7b1e;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/FullCost.sql;1665;a82d6b29234fabe87ab5eacc8402aca1816000b6053e2fb14aa1500b1fa1711b;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery1.sql;367;18989d51ad65ca5e01e09ed1a38bea287e3b945e3bcbfe07d1a4337794ef585c;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery10.sql;1187;7b0ce6fb6611709da902caedb75a7b7212177699666a9a5f4a631c60c95676e2;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery11.sql;445;8ae2815f7a8f409b1733fb3e194357b9d98858b7e4860d464141e8d32221d14c;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery12.sql;511;85cb25ffb7aa06f58014e60533fc368a453aa4d944c472c4263ab56dd9d07016;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery13.sql;451;00d6ca156676accbb54572c97807e915773b537b95b7be58f490de861c581945;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery2.sql;369;0884e463f4dccf907d605fc58a180e40843f80c4e9f93ea5c36051902873333c;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery3.sql;532;0454b83f58982addd00381842b4667d1cb3d5468929e97dc06479eb7f0e1f4e4;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery4.sql;368;189535c5c05f1be723ab69de55b84f7278896a0ee8590118e19a9edf1a5a90e5;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery5.sql;1071;a981feb983beef86576cf8f75f276cea7e48d34f202f796a61a55a00195e9b83;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery6.sql;785;7c2a50d720a7aa2d8fb3123704a5208329f3b846ef81c49894ab9d9b47d91b27;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery7.sql;639;51841c846c9d28b0247b936539710bfb0790ed3eceb95ec927bc151a6c625cf2;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery8.sql;557;dc4cbc2940401e795820870a5bde855ec89758350956482427a4ef45ed3e86d3;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/SQLQuery9.sql;647;5e3fc14dce5164f2287556925abb3fc93b151513f058fead3fb761fe84deb4be;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery1.sql;444;5ff1fcd147ba483fa3987e8908684d3a0657ec3cb2de521369405ad21c88405e;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery10.sql;279;3f7bbbcc91a54d2436fe2a6b5caf364564d544b8d1de857391a7bef41fe2fa7d;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery2.sql;184;ed5898beab0c885694acb6fa077e8e7d799ed8478fcf145942487c404450b907;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery3.sql;473;9e33380fa1a545914f273aa7c743841ad6348d655c7408e2b4f6bab2a81c3d4e;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery4.sql;439;0afdc125ebe67c4a74c3b6b1de8ab4ef9fe31a781416fd4dea5e10953f75508f;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery5.sql;367;12a86125602a2cf2e27cf262bae1484b55e91f2047910cfe328a7905730281d8;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery6.sql;418;44289a9ab2ba12b4944993d9e78920e19c400a5544a8314e2b7ccf469ea9722b;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery7.sql;366;ac1a031f7dbafbb99d5718259e81f23c784d24567fbe6ccf5d32887940e34e92;
